Tweet,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"Otherwise healthy BBC host complained of headaches, scans later found haemorrhage on brain, inquest told There have been 417 cases of blood clotting after AstraZeneca vaccine out of nearly 50m doses administered.",0,0,0,0,0,0,0,0,1,0,0,0
@GoodwinMJ For what purpose. Vaccination is not ending our house arrest so seriously what is the point ?,0,0,0,0,0,0,0,0,0,1,0,0
"@RepMattGaetz GET A GRIP, FDA CHIEF! You LIED About The 35% Mortality Rate. The 35% Is The DIFFERENCE Between The HIGH Dosage & The LOW Dosage. There Were ZERO Placibos Involved. Trump's PUSHING The Convalescent Plasma On Us As Putin PUSHES His Vaccine On The Russian Citizens.",0,0,0,0,1,0,0,0,1,0,0,0
@realDonaldTrump Because I’d imagine their are enough generic companies that would go for immediate profits than the trillion dollar end game of the vaccination agendas!,0,0,1,0,0,0,0,0,0,0,0,0
"@oommen ""On 7/3/2021, Austrian authorities suspended one..batch of AstraZeneca COVID jabs.. no ABV5300—after one person died & another became ill .... The death was due to multiple thrombosis, a formation of blood clots in blood vessels & the illness was pulmonary embolism.""",0,0,0,0,0,0,0,0,1,0,0,0
"New post ('Fit and healthy' engineer, 27, died three weeks after having first AstraZeneca anti-Covid jab) published on https://t.co/RaBjl5DDcP - https://t.co/rZfiz5M4VC",0,0,0,0,0,0,0,0,1,0,0,0
Search Results from the #VAERS Database 57y♂️#Pfizer #Covidvaccine #VaccineDeaths #TransplantRejection after 3rd dose https://t.co/Pt2hBXN1kS,0,0,0,0,0,0,0,0,1,0,0,0
"Pfizer ran a trial to prove 95% protection from their vaccine with a specific regimen, and now the UK want to go with a new regimen (which Pfizer repudiates). Why is the UK starting a new trial on the whole population in the hope that a revised regimen will be as effective?",0,0,0,0,0,0,0,0,0,1,0,0
Could there possibly be anything more unethical? #InformedConsent Pfizer begins Covid vaccine trial on infants and young kids https://t.co/Jmae5HyUdi,0,0,0,0,0,0,1,0,0,0,0,0
@simondolan And there you go... it will only infect the unvaccinated.... even though the ‘vaccine’ doesn’t stop you from getting it... Mmmmm sounds a bit ‘Nazi’ to me,0,0,0,0,0,0,0,0,0,1,0,0
@bonglez It is worthwhile to note that the Oxford Vaccine is in actual fact a Manufactured Virus designed to enter your cell and change your DNA to cause that cell to produce a protein that will induce an immune response. It changes your DNA,0,0,0,0,0,0,0,0,1,0,0,0
"@MrKUltra @GovRonDeSantis My 3rd article, as more info came in. Will write 1 more based on new info. Such as: What does Moderna produce? Absolutely nothing. How is the company worth over $60 billion? I'm going with money laundering 😉 Exposing the COVID19 Great Global Scamdemic https://t.co/iXvIV4aDlV",0,0,1,0,0,0,0,0,0,0,0,0
How many times have I said I won’t take a COVID vaccine approved by Trump’s FDA? This right here is why.,0,0,0,0,1,0,0,0,0,0,0,0
"#RealNews #truth #Gaia March 1, 2021 The Pentagon says almost 75% of troops are turning down the Wuhan coronavirus vaccine. A 28-year old Ph.D. physical therapist died just two days after being injected with the COVID Experimental m-RNA Vaccine.",0,0,0,0,0,0,0,0,1,0,0,0
@cleveland19news I’ll rush right out to get a Russian vaccine. Not.,0,0,0,0,0,0,1,0,0,0,0,0
@D_Trumpocalypse @LegendaryEnergy @CWilson72332446 15-20 million people worldwide get the flu even with yearly vaccines. Billions are being paid in vaccine injury settlements but you’re worried about your kid getting measles lol,0,0,0,0,0,0,0,0,1,0,0,0
@RicciGeri @CodeOfPatriots Vaccine is not guaranteed. Millions were spent on a Corona virus vaccine in 2005/6 after SARS and MERS. They only succeeded in creating a vaccine that killed you quickly if you were exposed to the live virus.   We have a treatment and deterrent #Hydroxychloroquine  #FreeAmerica,0,0,0,0,0,0,0,0,1,1,0,0
Who thought this was a good idea? Get vaccinated from Covid. Die of metabolic disorder.,0,0,0,0,0,0,0,0,1,0,0,0
@dwai_banerjee @venkat_id Is it ethical to use the vaccine in the elderly group without clinical trial evidence. NO . Then why are we using Oxford vaccine in the elderly people? In fact most countries are vaccinating them first.Does Oxford vaccine phase 3 has sufficient elderly individuals in the trial? https://t.co/8f6Y7RB3dY,0,0,0,0,0,0,1,0,0,0,0,0
"Astra zeneca did a whole huge trial and did not enlist enough over 55 year olds and now wants to proclaim ""wow no one went in the hospital after getting our vaccine"" Are you kidding me? Why bother with a trial if you don't sign up enough old people for a disease that kills olds https://t.co/unlOthVLOH",0,0,0,0,0,0,1,0,0,0,0,0
@EmeraldRobinson @Public_Citizen The Moderna vaccine is produced using fetal cells I think.,0,0,0,0,0,0,0,1,0,0,0,0
"@TraceyLouise @slimschutte @AefreBetty @jon_severs @StevenCross81 Ah yes, that good old fashioned vaccine that was trialled over the correct amount of time, and not forced upon every living being on the planet... Even without this new thing, if you're healthy, you'll still be fine.",1,1,0,0,0,0,1,0,0,0,0,0
"A patchwork of advice is emerging from governments across Europe and elsewhere about the AstraZeneca COVID-19 vaccine. The EU's drug regulator said a ""possible link"" exists between the vaccine and a rare clotting disorder.​ https://t.co/tasvw2G615",0,0,0,0,0,0,0,0,1,0,0,0
"@EyesOnQ @MetroUK DeepState also going back to and pushing mandatoey vaccination for kids at State Gov level. Even though 1 - no outbreak of current vaccines, 2 - no vaccines for Covid-19, 3 - children don't get infected. Reconcile that shit",1,1,0,0,0,0,0,0,0,0,0,0
@DC_Draino To kill people that take it. There is a bunch of drugs put together along with other things. You should look it up to see what’s really in the vaccine. I will quit my job if they force me to get one,0,1,0,0,0,0,0,1,1,0,0,0
🚨👇 Unbelievable..I can't believe 1 million people have taken a knee & taken this Experimental Vacc! Moderna COVID-19 vaccine causes swelling and inflammation in patients who have cosmetic facial fillers https://t.co/5K4owz8Uqp,0,0,0,0,0,0,0,0,1,0,0,0
#HCQzinc4prevention can halve the deaths due to #COVID19 Google Facebook Twitter are controlled by Big Pharma Lobby that want to make trillions withthe vaccine Switch to https://t.co/rr7nZudtBb,0,0,1,0,0,0,0,0,0,0,0,0
Clot risk linked to AstraZeneca vaccine could depend on which blood group you are https://t.co/YJzsm2qrAV More evidence the risks of this vaccine are not properly understood.,0,0,0,0,0,0,0,0,1,0,0,0
Isn’t it funny that Pfizer announced their vaccine a few days AFTER the election? I guess they didn’t want to give President Trump an advantage in winning the election. Trump always fought Big Pharma’s outrageous drug prices!,0,0,1,0,1,0,0,0,0,0,0,0
"@GovMikeDeWine Time to let it go, Mike. Your constituents are worn out on this Covid B.S. The longer you drag this out, the less support you'll have. Even healthcare workers don't want the vaccine! Please stop with the overreaching! You don't have that kind of power!",0,0,0,0,1,0,0,0,0,0,0,0
@FufuEnthusiast @oatzmilk @cruddydre_ If you’re vaccinated youre protected right? If i catch it wouldn’t i only be a risk to those who passed on the vaccination?,0,0,0,0,0,0,0,0,0,1,0,0
"@ThatSocialist @PickardJE And still do. I don’t trust Pfizer, or their claims about efficacy!",0,0,1,0,0,0,0,0,0,1,0,0
So you’re telling me that the vaccine has been tested but yet none of the three manufactures actually has the live virus in their tests 🥴🥴🥴🥴 yall mf trippin,0,0,0,0,0,0,1,0,0,0,0,0
"And there it is. B.S. all about profiteering from PR. Vaccine our ass. Only 3 manufacturers & only 3 with proper vaccines: Moderna, Gilead, and CanSino Biologics. Rest are snake oil salesmen that haven’t gone through proper trial phases but the accelerated kind. 😂😆",0,0,1,0,0,0,1,0,0,0,0,0
"⁦@realDonaldTrump⁩ That’s why a #VaccineTrial can’t be rushed. You can’t promise a vaccine! I’m scared of #COVID19, but won’t take a #vaccine!. Local COVID-19 Vaccine Trials Paused As AstraZeneca Investigates Possible Side Effect – NBC Los Angeles https://t.co/z9ICYRtdy6",1,0,0,0,0,0,1,0,1,0,0,0
We all oppose gmo foods? Gmo organisms r injected into ur body u take that in form of covishield. Yes. Their is no data to tell vaccine induced immunity lasts long. Read what u r injected with. For disease with mortality rate 1% i don't think u need to take it. https://t.co/GrSPohV0fM,1,0,0,0,0,0,0,1,0,1,0,0
Italy: Two More Teachers DEAD After AstraZeneca COVID Shot.55-year-old Augusta Turiaco and 46-year-old Cinzia Pennino both died shortly after taking the AstraZeneca experimental COVID shot https://t.co/mG1gADZSoS,0,0,0,0,0,0,0,0,1,0,0,0
@ShahineEzell @bennyjohnson True just watched it. They created a vaccine way too quickly,0,0,0,0,0,0,1,0,0,0,0,0
"@ScottGottliebMD - what about the Israelis getting COVID after SECOND vaccine? The Norwegian NH folks dying? The 3000+ C19 cases excluded from your data set? The 1/100,000 severe AER (10x higher than the standard) SEC should be on Pfizer’s tail!",0,0,0,0,0,0,0,0,1,1,0,0
"@YahooFinance @BillGates The guy who thinks there are too many people on this planet,suddenly makes a vaccine to help everyone ? No thank you .",0,0,1,1,0,0,0,0,0,0,0,0
Gardasil HPV Vaccine Contains Chemical Used in Biological Warfare https://t.co/Sn90qzNEuT,0,0,0,0,0,0,0,1,0,0,0,0
"Dr. Carrie Madej: First U.S. lab examines ""vaccine"" vials, horrific findings revealed Watch ~Creepy ~will freak you out Found in Moderna Vaxxine @chrissaccoccia1 https://t.co/JXrBhDVXsj https://t.co/1RWuy9d21Y",0,0,0,0,0,0,0,0,1,0,0,0
@annabkrr Of course not. I'm not selfish. Vaccinated folks can spread the virus and still get sick.,0,0,0,0,0,0,0,0,0,1,0,0
@SaltyDog_58 @scotty_kiker 100% of those trying Bill gates vaccine for covid died https://t.co/MgLS0FbvOP,0,0,0,0,0,0,0,0,1,0,0,0
@askdrfitz Appreciate the response. I am suspect of the vaccine and by extension those who push it. #1 Companies such as Pfizer&Maderna have a track record of deceptive practices. There was a major lawsuit where Pfizer paid off doctors to lie about their drugs. They were sued for Billions,0,0,1,0,0,0,0,0,0,0,0,0
"Not me! I'm not at all convinced about the efficacy and, above all, the safety of all these ""investigational vaccines"" @US_FDA, currently being TRIALLED worldwide. Moreover, the FDA approval of Pfizer's vaccine, Comirnaty, confirmed my doubts. https://t.co/IfQB3Z9GW3",0,0,0,0,0,0,1,0,1,1,0,0
"@FollowThe17 @smith_mlsmith Thanks, Eye. I heard that other countries are stricter about the safety of them. Our system needs updated...and strict quality control. Please no use of fetal tissue. I still will not take a vaccine if possible.",0,0,0,0,0,0,0,1,0,0,0,0
Increased Risk of Noninfluenza Respiratory Virus Infections Associated With Receipt of Inactivated Influenza Vaccine | Clinical Infectious Diseases | Oxford Academic https://t.co/CplZIOXtdH,0,0,0,0,0,0,0,0,1,0,0,0
@johniadarola It's time to Expose the Truth about Covid 19 and to Rage Against The Mandatory Vaccines!  https://t.co/Qu6Wzstz3O  https://t.co/iq1QL86Kuf,0,1,0,0,0,0,0,0,0,0,0,0
"Covid cases have almost DOUBLED in three days in one of the most vaxxed nations on earth, Israel. From 2088 on Saturday to 3,818 on Monday. Cases are set to QUADRUPLE in 20 days. The Pfizer vax is just 16% effective after 6 months. Red flag, surely? https://t.co/ABxWM7wD8O",0,0,0,0,0,0,0,0,0,1,0,0
"#Moderna #COVID19 #vaccine caused systemic side effects in 80% of the people in phase 1 trial and 100% when administered a second time. According to @BillGates, in order to wipe out the virus, it will require “unbelievably big numbers” of doses of vaccinations. Who stands to win?",0,0,1,0,0,0,0,0,1,0,0,0
"@LittleNamanari Not even in the least! I don't want to be a beta tester for Big Pharma either. We all know how little Pfizer cares for patient safety. In the corporate world, profits trump safety every time; pun fully intended.",0,0,1,0,0,0,0,0,0,0,0,0
"@Twiligh21059926 @lucyannebridge @queenoftheocean The Norwegian health authorities have looked into 13 of the deaths and believe vaccine side effects were at least partly to blame so are now cautioning the ""very frail"" and terminally ill against getting the vaccine. https://t.co/Ad2qkQ1cqd",0,0,0,0,0,0,0,0,1,0,0,0
"Porto nurse dies 2 days after getting #Pfizervaccine $PFE ""She hadn't had any health problems. She had the Covid-19 vaccine but she didn't have any symptoms. I don't know what happened. I just want answers. I want to know what led to my daughter's death."" https://t.co/TWxxI8VYXv",0,0,0,0,0,0,0,0,1,0,0,0
"love to see the debate between Cramer and Musk. Musk wont take a vaccine, cramer thinks we should all line up cheering it on. Im with Musk. Love to see a real poll of whos going to take it. govts and CEOs will threaten people...should be a nasty battle",1,0,0,0,1,0,0,0,0,0,0,0
"@realDonaldTrump But they are pushing for a vaccine, and want to impose it upon the world. and Bill Gates wants it to have some kind of tracking devise in order to track who has had Vaccines. Tracking someone or something is giving up your freedom! Quit listening to these",0,1,0,1,0,0,0,0,0,0,0,0
Breaking: CHD Responds to News of Life-Threatening Reaction to Pfizer COVID Vaccine. Will Regulators Take Action? • Children's Health Defense https://t.co/oSZD2fLWZI,0,0,0,0,0,0,0,0,1,0,0,0
@Ash_Hirani @JoeBiden The future might be orange if you take a Pfizer vaccine... they are not prized for their honesty in vaccine trials... https://t.co/LqWVW8moSf.,0,0,0,0,0,0,1,0,0,0,0,0
"@ManosDePiedra86 @jocami_ca It doesn't save them money, it MAKES them money! All this fake hysteria around covid is going to have millions queue for a vaccine most of them don't really need. Quick and easy money!",1,0,1,0,0,0,0,0,0,0,0,0
Why licence it when it’s NOT that remarkable a vaccine ? Moderna's chief medical officer says that vaccine trial results only show that they prevent people from getting sick — not necessarily that recipients won't still be able to transmit the virus https://t.co/Bupt5ewblE,0,0,0,0,0,0,0,0,0,1,0,0
"@Magayye @Lungah___ Bro, you're going to end up with a Astrazeneca situation if you go anywhere near vindicating this vaccine sphithiphithi. I studied the Astrazeneca process from top to bottom and everything looked proper, and where did that end up? The bottom line is, this is hurried.",0,0,0,0,0,0,1,0,0,0,0,0
